Active conda environment: HINT_env             * /home/skpritch/miniconda3/envs/HINT_env
Starting train.py with arguments: base_name=all, lambda=0.7, d=0.02
Protocol embedding file found.
| Uniform Initialization
| Uniform Initialization
| Uniform Initialization
| Uniform Initialization
Epoch 1/10
loss_teacher_BCE: 0.6575596332550049
cosine_similarity: 0.3865050673484802
cosine_penalty: 0.022316226735711098
loss_teacher: 0.46698659658432007
loss_student: 0.6607011556625366
loss_teacher_BCE: 0.6797504425048828
cosine_similarity: 0.3646589517593384
cosine_penalty: 0.01768265664577484
loss_teacher: 0.48113009333610535
loss_student: 0.7188060283660889
loss_teacher_BCE: 0.6909291744232178
cosine_similarity: 0.20678450167179108
cosine_penalty: 0.001828403095714748
loss_teacher: 0.4841989278793335
loss_student: 0.6469072103500366
loss_teacher_BCE: 0.6869403123855591
cosine_similarity: 0.1886550486087799
cosine_penalty: 0.0012666998663917184
loss_teacher: 0.4812382161617279
loss_student: 0.7122051119804382
loss_teacher_BCE: 0.6834864616394043
cosine_similarity: 0.2019188553094864
cosine_penalty: 0.0016622927505522966
loss_teacher: 0.4789392054080963
loss_student: 0.7003880739212036
loss_teacher_BCE: 0.7023201584815979
cosine_similarity: 0.16925038397312164
cosine_penalty: 0.0008205756894312799
loss_teacher: 0.49187028408050537
loss_student: 0.6951974630355835
loss_teacher_BCE: 0.733788013458252
cosine_similarity: 0.12308651208877563
cosine_penalty: 0.00022953127336222678
loss_teacher: 0.5137204527854919
loss_student: 0.73902428150177
loss_teacher_BCE: 0.6257308721542358
cosine_similarity: 0.051356784999370575
cosine_penalty: 6.956508514122106e-06
loss_teacher: 0.4380137026309967
loss_student: 0.6648682355880737
loss_teacher_BCE: 0.7292303442955017
cosine_similarity: 0.05665912479162216
cosine_penalty: 1.030574640026316e-05
loss_teacher: 0.5104643106460571
loss_student: 0.6774497032165527
loss_teacher_BCE: 0.6682476997375488
cosine_similarity: 0.04174617677927017
cosine_penalty: 3.037154101548367e-06
loss_teacher: 0.46777430176734924
loss_student: 0.6514187455177307
loss_teacher_BCE: 0.7374446392059326
cosine_similarity: 0.06440675258636475
cosine_penalty: 1.7207810742547736e-05
loss_teacher: 0.5162163972854614
loss_student: 0.7015426754951477
loss_teacher_BCE: 0.6913278102874756
cosine_similarity: 0.03640308603644371
cosine_penalty: 1.7561144431965658e-06
loss_teacher: 0.48392999172210693
loss_student: 0.7169330716133118
loss_teacher_BCE: 0.6690738797187805
cosine_similarity: 0.012527456507086754
cosine_penalty: 2.4629274619769603e-08
loss_teacher: 0.46835172176361084
loss_student: 0.6783800721168518
loss_teacher_BCE: 0.7020135521888733
cosine_similarity: 0.06753801554441452
cosine_penalty: 2.0806219254154712e-05
loss_teacher: 0.49141570925712585
loss_student: 0.7032456994056702
loss_teacher_BCE: 0.7160835266113281
cosine_similarity: 0.02798386849462986
cosine_penalty: 6.132407293080178e-07
loss_teacher: 0.5012586116790771
loss_student: 0.6810188889503479
loss_teacher_BCE: 0.6772329807281494
cosine_similarity: 0.029894359409809113
cosine_penalty: 7.986509444890544e-07
loss_teacher: 0.47406330704689026
loss_student: 0.6859756708145142
loss_teacher_BCE: 0.6891413927078247
cosine_similarity: 0.025614213198423386
cosine_penalty: 4.30451365218687e-07
loss_teacher: 0.4823990762233734
loss_student: 0.7017927169799805
loss_teacher_BCE: 0.6627021431922913
cosine_similarity: 0.03475377336144447
cosine_penalty: 1.4588406429538736e-06
loss_teacher: 0.4638919532299042
loss_student: 0.6599327325820923
loss_teacher_BCE: 0.6555430889129639
cosine_similarity: 0.04465615749359131
cosine_penalty: 3.976723746745847e-06
loss_teacher: 0.45888134837150574
loss_student: 0.6566997170448303
loss_teacher_BCE: 0.6642524003982544
cosine_similarity: 0.15755340456962585
cosine_penalty: 0.0006161850760690868
loss_teacher: 0.46516153216362
loss_student: 0.6879503726959229
loss_teacher_BCE: 0.687153160572052
cosine_similarity: 0.21236759424209595
cosine_penalty: 0.0020340096671134233
loss_teacher: 0.48161742091178894
loss_student: 0.6735131740570068
loss_teacher_BCE: 0.6765431761741638
cosine_similarity: 0.10173013061285019
cosine_penalty: 0.00010710220522014424
loss_teacher: 0.47361233830451965
loss_student: 0.6909236907958984
loss_teacher_BCE: 0.6701728701591492
cosine_similarity: 0.15106002986431122
cosine_penalty: 0.0005207128124311566
loss_teacher: 0.4692772328853607
loss_student: 0.7085201144218445
loss_teacher_BCE: 0.7001643180847168
cosine_similarity: 0.12160768359899521
cosine_penalty: 0.00021869761985726655
loss_teacher: 0.4901806116104126
loss_student: 0.7002028822898865
loss_teacher_BCE: 0.6814193725585938
cosine_similarity: 0.16724169254302979
cosine_penalty: 0.0007823088089935482
loss_teacher: 0.4772282540798187
loss_student: 0.7041464447975159
loss_teacher_BCE: 0.6624405384063721
cosine_similarity: 0.07542974501848221
cosine_penalty: 3.237207783968188e-05
loss_teacher: 0.46371808648109436
loss_student: 0.6832454204559326
loss_teacher_BCE: 0.672009289264679
cosine_similarity: 0.08306331187486649
cosine_penalty: 4.7603291022824124e-05
loss_teacher: 0.470420777797699
loss_student: 0.6416054964065552
loss_teacher_BCE: 0.6774126291275024
cosine_similarity: 0.08568927645683289
cosine_penalty: 5.391454033087939e-05
loss_teacher: 0.47420501708984375
loss_student: 0.6823586821556091
loss_teacher_BCE: 0.6597938537597656
cosine_similarity: 0.047188349068164825
cosine_penalty: 4.958372301189229e-06
loss_teacher: 0.4618571698665619
loss_student: 0.6821722984313965
loss_teacher_BCE: 0.6465743780136108
cosine_similarity: 0.012683086097240448
cosine_penalty: 2.58761563287635e-08
loss_teacher: 0.4526020586490631
